sub,performance_test
effspm8_JUN_EMO,0.6375234521575985
effspm8_KOR_EMO,0.5733024691358024
effspm8_MIC_EMO,0.6837500000000001
effspm8_NIL_EMO,0.5931436567164179
effspm8_OHL_EMO,0.69375
effspm8_SCH_EMO,0.665625
effspm8_THI_EMO,0.556993006993007
effspm8_WES_EMO,0.6303457688808007
