,sub,Accuracy,Time [ms]
192,5.0,0.52,1800.0
193,5.0,0.56,1900.0
194,5.0,0.56,2000.0
195,5.0,0.56,2100.0
196,5.0,0.54,2200.0
197,5.0,0.56,2300.0
198,5.0,0.52,2400.0
199,5.0,0.54,2500.0
200,5.0,0.56,2600.0
201,5.0,0.62,2700.0
202,5.0,0.58,2800.0
203,5.0,0.6,2900.0
204,5.0,0.58,3000.0
205,5.0,0.54,3100.0
206,5.0,0.5,3200.0
207,5.0,0.5,3300.0
208,5.0,0.46,3400.0
209,5.0,0.44,3500.0
210,6.0,0.5227272727272727,100.0
211,6.0,0.6590909090909091,200.0
212,6.0,0.6590909090909091,300.0
213,6.0,0.6363636363636364,400.0
214,6.0,0.6590909090909091,500.0
215,6.0,0.5909090909090909,600.0
216,6.0,0.5681818181818182,700.0
217,6.0,0.5681818181818182,800.0
218,6.0,0.5454545454545454,900.0
219,6.0,0.5681818181818182,1000.0
220,6.0,0.5909090909090909,1100.0
221,6.0,0.5227272727272727,1200.0
222,6.0,0.5681818181818182,1300.0
223,6.0,0.5,1400.0
224,6.0,0.5909090909090909,1500.0
225,6.0,0.5227272727272727,1600.0
226,6.0,0.5681818181818182,1700.0
227,6.0,0.5681818181818182,1800.0
228,6.0,0.6136363636363636,1900.0
229,6.0,0.5681818181818182,2000.0
230,6.0,0.5,2100.0
231,6.0,0.5454545454545454,2200.0
232,6.0,0.5227272727272727,2300.0
233,6.0,0.5681818181818182,2400.0
234,6.0,0.5454545454545454,2500.0
235,6.0,0.5454545454545454,2600.0
236,6.0,0.5454545454545454,2700.0
237,6.0,0.5227272727272727,2800.0
238,6.0,0.4772727272727273,2900.0
239,6.0,0.5454545454545454,3000.0
240,6.0,0.5681818181818182,3100.0
241,6.0,0.5454545454545454,3200.0
242,6.0,0.5681818181818182,3300.0
243,6.0,0.4772727272727273,3400.0
244,6.0,0.4772727272727273,3500.0
245,7.0,0.4583333333333333,100.0
246,7.0,0.5416666666666666,200.0
247,7.0,0.5625,300.0
248,7.0,0.5416666666666666,400.0
249,7.0,0.625,500.0
250,7.0,0.6041666666666666,600.0
251,7.0,0.5416666666666666,700.0
252,7.0,0.625,800.0
253,7.0,0.5208333333333334,900.0
254,7.0,0.5208333333333334,1000.0
255,7.0,0.5416666666666666,1100.0
256,7.0,0.5,1200.0
257,7.0,0.5625,1300.0
258,7.0,0.5,1400.0
259,7.0,0.4583333333333333,1500.0
260,7.0,0.4791666666666667,1600.0
261,7.0,0.5208333333333334,1700.0
262,7.0,0.4583333333333333,1800.0
263,7.0,0.5416666666666666,1900.0
264,7.0,0.4791666666666667,2000.0
265,7.0,0.5208333333333334,2100.0
266,7.0,0.4583333333333333,2200.0
267,7.0,0.4791666666666667,2300.0
268,7.0,0.4375,2400.0
269,7.0,0.5833333333333334,2500.0
270,7.0,0.5,2600.0
271,7.0,0.5208333333333334,2700.0
272,7.0,0.5,2800.0
273,7.0,0.4583333333333333,2900.0
274,7.0,0.5208333333333334,3000.0
275,7.0,0.5625,3100.0
276,7.0,0.5,3200.0
277,7.0,0.4791666666666667,3300.0
278,7.0,0.5208333333333334,3400.0
279,7.0,0.5625,3500.0
