sub,performance_test
effspm8_JUN_EMO,0.5740658362989324
effspm8_KOR_EMO,0.5911483253588516
effspm8_MIC_EMO,0.5661989795918367
effspm8_NIL_EMO,0.5842193060498221
effspm8_OHL_EMO,0.6274590163934426
effspm8_SCH_EMO,0.6704601377952756
effspm8_THI_EMO,0.6069169960474308
effspm8_WES_EMO,0.5721941992433796
