sub,performance_test
effspm8_JUN_EMO,0.5649624765478424
effspm8_KOR_EMO,0.6588983050847458
effspm8_MIC_EMO,0.5834239130434782
effspm8_NIL_EMO,0.6243003731343284
effspm8_OHL_EMO,0.6136538461538461
effspm8_SCH_EMO,0.6960386918470751
effspm8_THI_EMO,0.6545454545454545
effspm8_WES_EMO,0.5551724137931034
