sub,performance_test
effspm8_JUN_EMO,0.6631944444444444
effspm8_KOR_EMO,0.5465034965034965
effspm8_MIC_EMO,0.6089561855670103
effspm8_NIL_EMO,0.5959722222222222
effspm8_OHL_EMO,0.7371794871794872
effspm8_SCH_EMO,0.7261000463177397
effspm8_THI_EMO,0.5652519893899204
effspm8_WES_EMO,0.6940603700097371
