,sub,Accuracy,Time [ms]
53,1.0,0.5135135135135135,1900.0
54,1.0,0.4864864864864865,2000.0
55,1.0,0.5135135135135135,2100.0
56,1.0,0.5945945945945946,2200.0
57,1.0,0.5405405405405406,2300.0
58,1.0,0.5405405405405406,2400.0
59,1.0,0.4864864864864865,2500.0
60,1.0,0.5405405405405406,2600.0
61,1.0,0.5405405405405406,2700.0
62,1.0,0.5135135135135135,2800.0
63,1.0,0.5405405405405406,2900.0
64,1.0,0.43243243243243246,3000.0
65,1.0,0.3783783783783784,3100.0
66,1.0,0.32432432432432434,3200.0
67,1.0,0.35135135135135137,3300.0
68,1.0,0.40540540540540543,3400.0
69,1.0,0.35135135135135137,3500.0
70,2.0,0.4482758620689655,100.0
71,2.0,0.6206896551724138,200.0
72,2.0,0.6551724137931034,300.0
73,2.0,0.5517241379310345,400.0
74,2.0,0.5862068965517241,500.0
75,2.0,0.6896551724137931,600.0
76,2.0,0.6551724137931034,700.0
77,2.0,0.6206896551724138,800.0
78,2.0,0.6206896551724138,900.0
79,2.0,0.6896551724137931,1000.0
80,2.0,0.6206896551724138,1100.0
81,2.0,0.5862068965517241,1200.0
82,2.0,0.5517241379310345,1300.0
83,2.0,0.6206896551724138,1400.0
84,2.0,0.6551724137931034,1500.0
85,2.0,0.6206896551724138,1600.0
86,2.0,0.5862068965517241,1700.0
87,2.0,0.6206896551724138,1800.0
88,2.0,0.6206896551724138,1900.0
89,2.0,0.4827586206896552,2000.0
90,2.0,0.5517241379310345,2100.0
91,2.0,0.5862068965517241,2200.0
92,2.0,0.5862068965517241,2300.0
93,2.0,0.5517241379310345,2400.0
94,2.0,0.6551724137931034,2500.0
95,2.0,0.5862068965517241,2600.0
96,2.0,0.6551724137931034,2700.0
97,2.0,0.5862068965517241,2800.0
98,2.0,0.5517241379310345,2900.0
99,2.0,0.4482758620689655,3000.0
100,2.0,0.4482758620689655,3100.0
101,2.0,0.5517241379310345,3200.0
102,2.0,0.4827586206896552,3300.0
103,2.0,0.5517241379310345,3400.0
104,2.0,0.5172413793103449,3500.0
105,3.0,0.5283018867924528,100.0
106,3.0,0.4716981132075472,200.0
107,3.0,0.49056603773584906,300.0
108,3.0,0.4528301886792453,400.0
109,3.0,0.41509433962264153,500.0
110,3.0,0.4528301886792453,600.0
111,3.0,0.49056603773584906,700.0
112,3.0,0.5471698113207547,800.0
113,3.0,0.5283018867924528,900.0
114,3.0,0.5094339622641509,1000.0
115,3.0,0.49056603773584906,1100.0
116,3.0,0.5660377358490566,1200.0
117,3.0,0.5283018867924528,1300.0
118,3.0,0.4716981132075472,1400.0
119,3.0,0.5283018867924528,1500.0
120,3.0,0.5283018867924528,1600.0
121,3.0,0.5660377358490566,1700.0
122,3.0,0.6037735849056604,1800.0
123,3.0,0.5849056603773585,1900.0
124,3.0,0.5660377358490566,2000.0
125,3.0,0.5849056603773585,2100.0
126,3.0,0.5849056603773585,2200.0
127,3.0,0.5660377358490566,2300.0
128,3.0,0.5094339622641509,2400.0
129,3.0,0.6037735849056604,2500.0
130,3.0,0.5094339622641509,2600.0
131,3.0,0.4716981132075472,2700.0
132,3.0,0.5283018867924528,2800.0
133,3.0,0.49056603773584906,2900.0
134,3.0,0.5094339622641509,3000.0
135,3.0,0.4528301886792453,3100.0
136,3.0,0.5094339622641509,3200.0
137,3.0,0.5283018867924528,3300.0
138,3.0,0.5660377358490566,3400.0
139,3.0,0.5094339622641509,3500.0
140,4.0,0.625,100.0
141,4.0,0.8125,200.0
142,4.0,0.90625,300.0
143,4.0,0.96875,400.0
144,4.0,0.875,500.0
145,4.0,0.8125,600.0
146,4.0,0.78125,700.0
147,4.0,0.78125,800.0
148,4.0,0.8125,900.0
149,4.0,0.71875,1000.0
150,4.0,0.6875,1100.0
151,4.0,0.65625,1200.0
152,4.0,0.6875,1300.0
153,4.0,0.65625,1400.0
154,4.0,0.5,1500.0
155,4.0,0.46875,1600.0
156,4.0,0.4375,1700.0
157,4.0,0.46875,1800.0
158,4.0,0.4375,1900.0
159,4.0,0.40625,2000.0
160,4.0,0.53125,2100.0
161,4.0,0.5625,2200.0
162,4.0,0.53125,2300.0
163,4.0,0.5625,2400.0
164,4.0,0.46875,2500.0
165,4.0,0.46875,2600.0
166,4.0,0.40625,2700.0
167,4.0,0.46875,2800.0
168,4.0,0.40625,2900.0
169,4.0,0.46875,3000.0
170,4.0,0.40625,3100.0
171,4.0,0.40625,3200.0
172,4.0,0.40625,3300.0
173,4.0,0.375,3400.0
174,4.0,0.375,3500.0
175,5.0,0.41025641025641024,100.0
176,5.0,0.8205128205128205,200.0
177,5.0,0.8205128205128205,300.0
178,5.0,0.8205128205128205,400.0
179,5.0,0.7948717948717948,500.0
180,5.0,0.7948717948717948,600.0
181,5.0,0.7692307692307693,700.0
182,5.0,0.7435897435897436,800.0
183,5.0,0.7435897435897436,900.0
184,5.0,0.6666666666666666,1000.0
185,5.0,0.6666666666666666,1100.0
186,5.0,0.6923076923076923,1200.0
187,5.0,0.7435897435897436,1300.0
188,5.0,0.6923076923076923,1400.0
189,5.0,0.7435897435897436,1500.0
190,5.0,0.6666666666666666,1600.0
191,5.0,0.6666666666666666,1700.0
192,5.0,0.6410256410256411,1800.0
193,5.0,0.6410256410256411,1900.0
194,5.0,0.5897435897435898,2000.0
195,5.0,0.6410256410256411,2100.0
196,5.0,0.5641025641025641,2200.0
197,5.0,0.5384615384615384,2300.0
198,5.0,0.5897435897435898,2400.0
199,5.0,0.5384615384615384,2500.0
200,5.0,0.5641025641025641,2600.0
201,5.0,0.5384615384615384,2700.0
202,5.0,0.5384615384615384,2800.0
203,5.0,0.5897435897435898,2900.0
204,5.0,0.6153846153846154,3000.0
205,5.0,0.5641025641025641,3100.0
206,5.0,0.5384615384615384,3200.0
207,5.0,0.5641025641025641,3300.0
208,5.0,0.6153846153846154,3400.0
209,5.0,0.5897435897435898,3500.0
210,6.0,0.4,100.0
211,6.0,0.675,200.0
212,6.0,0.6,300.0
213,6.0,0.6,400.0
214,6.0,0.625,500.0
215,6.0,0.725,600.0
216,6.0,0.675,700.0
217,6.0,0.55,800.0
218,6.0,0.55,900.0
219,6.0,0.6,1000.0
220,6.0,0.625,1100.0
221,6.0,0.65,1200.0
222,6.0,0.575,1300.0
223,6.0,0.55,1400.0
224,6.0,0.55,1500.0
225,6.0,0.6,1600.0
226,6.0,0.575,1700.0
227,6.0,0.6,1800.0
228,6.0,0.625,1900.0
229,6.0,0.6,2000.0
230,6.0,0.575,2100.0
231,6.0,0.55,2200.0
232,6.0,0.6,2300.0
233,6.0,0.525,2400.0
234,6.0,0.6,2500.0
235,6.0,0.55,2600.0
236,6.0,0.475,2700.0
237,6.0,0.475,2800.0
238,6.0,0.375,2900.0
239,6.0,0.425,3000.0
240,6.0,0.525,3100.0
241,6.0,0.55,3200.0
242,6.0,0.425,3300.0
243,6.0,0.5,3400.0
244,6.0,0.525,3500.0
245,7.0,0.5882352941176471,100.0
246,7.0,0.7058823529411765,200.0
247,7.0,0.7058823529411765,300.0
248,7.0,0.803921568627451,400.0
249,7.0,0.7450980392156863,500.0
250,7.0,0.803921568627451,600.0
251,7.0,0.7254901960784313,700.0
252,7.0,0.7254901960784313,800.0
253,7.0,0.6862745098039216,900.0
254,7.0,0.7058823529411765,1000.0
255,7.0,0.6274509803921569,1100.0
256,7.0,0.6078431372549019,1200.0
257,7.0,0.6078431372549019,1300.0
258,7.0,0.6078431372549019,1400.0
259,7.0,0.6274509803921569,1500.0
260,7.0,0.5686274509803921,1600.0
261,7.0,0.5686274509803921,1700.0
262,7.0,0.5490196078431373,1800.0
263,7.0,0.5882352941176471,1900.0
264,7.0,0.5294117647058824,2000.0
265,7.0,0.5098039215686274,2100.0
266,7.0,0.5098039215686274,2200.0
267,7.0,0.49019607843137253,2300.0
268,7.0,0.5686274509803921,2400.0
269,7.0,0.5490196078431373,2500.0
270,7.0,0.5490196078431373,2600.0
271,7.0,0.5490196078431373,2700.0
272,7.0,0.6078431372549019,2800.0
273,7.0,0.6078431372549019,2900.0
274,7.0,0.6666666666666666,3000.0
275,7.0,0.49019607843137253,3100.0
276,7.0,0.5294117647058824,3200.0
277,7.0,0.5490196078431373,3300.0
278,7.0,0.45098039215686275,3400.0
279,7.0,0.47058823529411764,3500.0
